"Registro ANS";"CNPJ";"Razao Social";"Nome Fantasia";"Modalidade";"Logradouro";"Numero";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereco eletronico";"Representante";"Cargo Representante";"Data Registro ANS"
"422649";"39709534000127";"ORAL LIFE PLANO ODONTOLOGICO LTDA";"ORAL LIFE";"Odontologia de Grupo";"AVENIDA SENADOR LEMOS";"443";"EDIF VILLAGE EXECUTIVE - SALA 508";"UMARIZAL";"Belem";"PA";"66050000";"91";"991811892";"";"orallifeplano@gmail.com";"RODRIGO CORREA CORVELO";"SOCIO - DIRETOR";"11/03/2021"
"311693";"02479891000136";"ORAL SAUDE CLINICA ODONTOLOGICA LTDA.";"";"Odontologia de Grupo";"RUA GENERAL OSVALDO PINTO DA VEIGA";"350";"(ANTIGA RUA 14) - SALAS 830 E 831";"VILA SANTA CECILIA";"Volta Redonda";"RJ";"27260140";"24";"33424851";"33424851";"oralsaude@hotmail.com";"GENILCE PAIVA GONCALVES";"GERENTE";"27/01/1999"
"366510";"01972369000129";"ORAL SAUDE DE IBITINGA SERVICOS ODONTOLOGICOS S/S LTDA";"ORAL SAUDE DE IBITINGA SERV. ODONTOL. S/S LTDA";"Odontologia de Grupo";"AVENIDA DOM PEDRO II";"1095";"";"CENTRO";"Ibitinga";"SP";"14940000";"16";"33427336";"33427336";"oralsaudeibitinga@uol.com.br";"RENATO LUIZ MARTINS";"DIRETOR";"27/01/1999"
"402478";"00303696000125";"ORALCLASS ASSISTENCIA MEDICA E ODONTOLOGICA LTDA.";"MEDCLASS SAUDE";"Medicina de Grupo";"RUA 19 DE SETEMBRO ";"198";"";"CENTRO";"Paripueira";"AL";"57935970";"82";"30333088";"822823361";"ans@medclassplanos.com.br";"NEWBER RONALD COELHO DAS NEVES";"DIRETOR";"24/03/1999"
"412996";"03990914000135";"ORALE ASSISTENCIA ODONTOLOGICA LTDA";"ORALE";"Odontologia de Grupo";"AVENIDA ANITA GARIBALDI";"1133";"SALA 1204";"ONDINA";"Salvador";"BA";"40170136";"";"";"";"adm@orale.com.br";"MARCOS BARRETO REGIS";"ADMINISTRADOR";"16/01/2001"
"420972";"26766016000101";"ORALPLAN PLANOS DE SAUDE ODONTOLOGICOS - EIRELI";"ORALPLAN";"Odontologia de Grupo";"AVENIDA CARAVELAS";"03";"SALA 28 - ED. GALERIA DIVAMAR";"PRAIA DO FRANCES";"Marechal Deodoro";"AL";"57160000";"82";"30221702";"";"diretoria@oralplan.vc";"FABIO SANTOS DE ALMEIDA";"REPRESENTANTE";"21/07/2017"
"404772";"01628329000164";"ORION ODONTOLOGIA  LTDA";"INSISO";"Odontologia de Grupo";"AVENIDA PAULISTA";"1765";"7deg ANDAR, CONJ. 72 - CV 8262";"BELA VISTA";"Sao Paulo";"SP";"01311200";"11";"44782800";"44782800";"orion@orionodonto.com.br";"PAULO CARDONA LICCA";"Socio Administrador";"08/06/1999"
"416371";"07479804000164";"ORION PLANOS E SERVICOS ODONTOLOGICOS LTDA";"ODONTOMIX";"Odontologia de Grupo";"AVENIDA PAULISTA";"1765";"7o ANDAR - CJ 72 - CV 9719";"BELA VISTA";"Sao Paulo";"SP";"01311930";"11";"36220160";"45227181";"ouvidoria@orionbrasil.com.br";"LUIZ EDUARDO GALIZZA RIZZO";"SOCIO-ADMINISTRADOR";"18/09/2007"
"419991";"18496204000120";"OROS OPERADORA DE PLANOS ODONTOLOGICOS LTDA ME";"OROS OPERADORA DE PLANOS ODONTOLOGICOS";"Odontologia de Grupo";"AVENIDA JOSE RUSCHI";"246";"";"CENTRO";"Santa Teresa";"ES";"29650000";"27";"32591077";"";"MARCELOSALVIATO@HOTMAIL.COM";"MARCELO NASCIMENTO SALVIATO";"SOCIO ADMINISTRADOR";"09/12/2015"
"416665";"02909139000188";"ORTOVIDE CLINICA ORTODONTICA LTDA";"ODONTOVIDE PLANOS ODONTOLOGICOS";"Odontologia de Grupo";"RUA VENERIANO DOS PASSOS";"178";"SALA 23";"MUNICIPIO";"Videira";"SC";"89560000";"49";"35664332";"35664332";"odontovida@formatto.com.br";"JACIR RIBEIRO DE FREITAS";"ADMINISTRADOR";"28/04/2008"
"423157";"30818809000196";"OX SAUDE LTDA";"SAMAR SAUDE";"Medicina de Grupo";"RUA ABUNA";"2075";"SALA 08";"SAO JOAO BOSCO";"Porto Velho";"RO";"76803749";"69";"93219878";"";"OXSAUDEADM@GMAIL.COM";"JUCICLEIA MEDEIROS DE SOUZA";"SOCIO - ADMINISTRADORA ";"28/04/2022"
"315265";"82353079000107";"PARANA ASSISTENCIA MEDICA LTDA";"PAM";"Medicina de Grupo";"AVENIDA CARLOS CORREA BORGES";"1130";"SALA 03, TERREO E 1 ANDAR";"JARDIM GUAPORE";"Maringa";"PR";"87060215";"44";"32181530";"32181532";"pam@pam.med.br";"PAULO RODRIGUES DE LIMA";"DIRETOR ADMINISTRADOR";"22/12/1998"
"350141";"76717040000110";"PARANA CLINICAS - PLANOS DE SAUDE S/A";"PARANA CLINICAS";"Medicina de Grupo";"AVENIDA GETULIO VARGAS";"3201";"";"AGUA VERDE";"Curitiba";"PR";"80240041";"41";"33403023";"33403042";"info@paranaclinicas.com.br";"JULIANA CRUZ CALIGIURI";"DIRETORA";"16/12/1998"
"415782";"07075561000107";"PARRA ODONTOLOGIA LTDA";"PARRA ODONTOLOGIA - ATUAL CONVENIO";"Odontologia de Grupo";"RUA MARECHAL RONDON";"150";"";"JARDIM SUMARE";"Ribeirao Preto";"SP";"14025430";"16";"39416768";"39416768";"atual@atualodontologia.com.br";"NEWTON BARBOSA PARRA";"DIRETOR";"25/10/2006"
"331988";"39419809000198";"PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE";"PASA";"Autogestao";"AV. PRESIDENTE VARGAS";"3131";"SALAS 1003, 1004, 1005 e 1006";"CIDADE NOVA";"Rio de Janeiro";"RJ";"20210911";"21";"21395702";"22405625";"juridico.pasa@vale.com";"BRUNO CAMARA MEIRA";"DIR. ADMINISTRACAO E FINANCAS";"22/12/1998"
"422584";"38272479000198";"PB ASSISTENCIA MEDICA EU LTDA";"PBPLAN";"Medicina de Grupo";"AV TANCREDO NEVES";"939";"EDIF ESPLANADA TOWER LOJA 05";"CAMINHO DAS ARVORES";"Salvador";"BA";"41820021";"71";"84312648";"";"michelle.pacheco@planobrasilsaude.com.br";"PAULO BRITO BITTENCOURT";"socio administrador";"13/01/2021"
"422355";"36186642000174";"PD BRASIL ASSISTENCIA ODONTOLOGICA EIRELI";"PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA";"Odontologia de Grupo";"TV SANTA BARBARA";"4";"SALA 1208";"COMERCIO";"Salvador";"BA";"40015190";"71";"981727851";"";"victor@prodentalbrasil.com.br";"VICTOR SILVEIRA GUSMAO";"DIRETOR EXECUTIVO";"04/08/2020"
"420115";"23588140000128";"PENTAGONO ADMINISTRADORA DE BENEFICIOS LTDA";"TEC PEN ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"AVENIDA PAULISTA";"453";"CJ 23 - SALA 10";"BELA VISTA";"Sao Paulo";"SP";"01311000";"11";"45888844";"45888844";"ROCCHI@TERRA.COM.BR";"LEONARDO DIVINO COSTA GUERREIRO";"ADMINISTRADOR";"02/05/2016"
"421774";"30495227000116";"PENTAGONO ADMINISTRADORA DE BENEFICIOS S/A";"PENTAGONO ADMINISTRADORA";"Administradora de Beneficios";"RUA DOUTOR PEDROSA";"183";"CASA, CONDOMINIO PEDROSA DR CJ";"CENTRO";"Curitiba";"PR";"80420120";"41";"32771313";"";"pedro@sallusadministradora.com.br";"JESSICA CRISTINA TAVARES MELLA";"REPRESENTANTE";"19/06/2019"
"421707";"31097886000167";"PERSONAL CARE OPERADORA DE SAUDE SA";"NORDEN HOSPITAL";"Medicina de Grupo";"AVENIDA GETULIO VARGAS";"740";"SALA 67";"VILA LUTFALLA";"Sao Carlos";"SP";"13570390";"16";"33632200";"";"contato@meunorden.com";"ANTONIO MONTEIRO PINOTTI AFFONSO";"SOCIO ADMINISTRADOR";"16/07/2019"
"366871";"33000167000101";"PETROLEO BRASILEIRO S.A.-PETROBRAS";"PETROBRAS";"Autogestao";"AVENIDA REPUBLICA DO CHILE";"65";"";"CENTRO";"Rio de Janeiro";"RJ";"20031912";"21";"32242544";"32241360";"robertosabido@petrobras.com.br";"ROBERTO SANTIAGO SABIDO";"REPRESENTANTE";"31/12/1998"
"419486";"17897995000138";"PLADISA PLANOS DE SAUDE SA";"PLADISA";"Medicina de Grupo";"RUA CORONEL FAGUNDES";"100";"SALA 02 - EDIFICIO DR. ARY DALASEN";"CENTRO";"Videira";"SC";"89560156";"49";"35660811";"";"pladisa@pladisa.com.br";"JOACIR FERREIRA";"DIRETOR ADMNISTRATIVO";"02/09/2014"
"343463";"15594468000129";"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA";"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA";"Medicina de Grupo";"RUA MANOEL JOVENTINO MAGALHAES ";"s/n";"";"SANTA BARBARA I ";"Carmopolis";"SE";"49740000";"79";"40093100";"40093121";"plamed@plamed.com.br";"MAISA CRUZ MITIDIERI";"REPRESENTANTE LEGAL";"30/12/1998"
"413551";"04299994000140";"PLAMEDH - PLANO DE ASSISTENCIA MEDICO-HOSPITALAR LTDA";"PLAMEDH";"Medicina de Grupo";"AVENIDA NOSSA SENHORA DO PILAR";"115";"";"CENTRO";"Sao Joao del Rei";"MG";"36307372";"32";"33715795";"";"gerencia@plamedh.com.br";"MARCOS ANDRE DILASCIO DETOMI";"ADMINISTRADOR";"19/04/2001"
"324299";"68682715000105";"PLAMER PLANO MEDICO RESENDE LTDA";"PLAMER - PLANO MEDICO RESENDE";"Medicina de Grupo";"RUA  Sebastiao Jose Rodrigues ";"60";"";"COMERCIAL";"Resende";"RJ";"27542060";"24";"33839200";"33839211";"ouvidoria@plamer.com.br";"EDI-NOBA DE SOUZA BALIEIRO";"DIRETOR ADMINISTRATIVO";"17/12/1998"
"422771";"41432461000110";"PLAN SAUDE LTDA";"";"Medicina de Grupo";"OSWALDO CRUZ";"1521.0";"";"CENTRO";"Campo Largo";"PR";"83601150";"41";"9966099888";"";"felipebassani@hotmail.com";"JOAO FELIPE BASSANI NUNES FERREIRA";"SOCIO ADMINISTRADOR";"19/05/2021"
"363391";"02513939000185";"PLANO ASSISTENCIAL SAO LUCAS LTDA";"SAO LUCAS SAUDE";"Medicina de Grupo";"RUA DOM PEDRO II";"780";"3o ANDAR - SALAS 301 A 304";"CENTRO";"Governador Valadares";"MG";"35010090";"33";"32797600";"32797600";"juniorsaolucassaude@veloxmail.com.br";"JOSE FERREIRA JUNIOR";"DIRETOR ADMINISTRATIVO";"04/01/1999"
"382281";"22027346000116";"PLANO DE ASSISTENCIA MEDICA MINEIRA LTDA";"PLAM";"Medicina de Grupo";"RUA ROOSEVELT DE OLIVEIRA";"251";"";"APARECIDA";"Uberlandia";"MG";"38400610";"34";"32318012";"32318012";"uniaocon@triang.com.br";"NEUBER MARTINS FONSECA";"DIRETOR ADMINISTRATIVO";"04/01/1999"
"417106";"10767219000174";"PLANO DE ASSISTENCIA ODONTOLOGICA FAUCHARD LTDA. ME";"ODONTO S.A";"Odontologia de Grupo";"AVENIDA PROFESSOR MAGALHAES NETO";"1550";"SALAS 1501 A 1504 - ED. PREMIER TOWER EM";"PITUBA";"Salvador";"BA";"41810012";"71";"32403176";"";"vasconcelos@odontosa.com.br";"RODRIGO ALVES VASCONCELOS DE ALMEIDA";"SOCIO ADMINISTRADOR";"29/10/2009"
"360244";"02864364000145";"PLANO DE SAUDE ANA COSTA LTDA.";"PLANO DE SAUDE ANA COSTA LTDA.";"Medicina de Grupo";"AV ANA COSTA";"468";"";"GONZAGA";"Santos";"SP";"11060002";"13";"32851200";"32851200";"anacostasaude@anacostasaude.com.br";"CAROLINA DE MOLLA LORENZATTO";"REPRESENTANTE LEGAL";"16/12/1998"
"411582";"03638220000133";"PLANO DE SAUDE ASES LTDA.";"ASES";"Medicina de Grupo";"RUA CONSELHEIRO OTAVIANO";"130";"";"CENTRO";"Campos dos Goytacazes";"RJ";"28010140";"22";"27262000";"27330866";"planoases@ases.com.br";"RENATO GOMES DE SOUZA VALE";"DIRETOR FINANCEIRO";"27/06/2000"
"420166";"24645912000189";"PLANO DE SAUDE DA SANTA CASA DE BRAGANCA PAULISTA";"SANTA CASA SAUDE";"Medicina de Grupo";"RUA CLEMENTE FERREIRA";"125";"";"CENTRO";"Braganca Paulista";"SP";"12900051";"11";"44818015";"";"rosana.lima@scsbp.com.br";"JOAO JOSE MARQUES";"PRESIDENTE";"06/07/2016"
"411256";"03011072000122";"PLANO HOSPITAL SAMARITANO LTDA";"PHS SAMARITANO SAUDE";"Medicina de Grupo";"RUA DR. MIGUEL PENTEADO";"1018";"";"JD. CHAPADAO";"Campinas";"SP";"13070118";"19";"32324434";"32326272";"phs@samaritanocampinas.com.br";"RICARDO DE CAPRIO";"SOCIO ADMINISTRADOR";"12/05/2000"
"415936";"05983170000157";"PLANO ODONTOLOGICO DENTALVIDAS LTDA.";"DENTALVIDAS";"Odontologia de Grupo";"AVENIDA MACAPA";"484";"";"VENEZA";"Ipatinga";"MG";"35164253";"31";"36170436";"";"gerfinanceirosolucoes@outlook.com";"WANDERSON LAGE";"REPRESENTANTE";"08/03/2007"
"358053";"37035441000139";"PLANO SAUDE SAO FRANCISCO LTDA.";"PLANMED";"Medicina de Grupo";"RUA 9-A";"304";"";"SETOR AEROPORTO";"Goiania";"GO";"74075050";"62";"32242808";"32125833";"planmed@planmed.com.br";"AUGUSTO CESAR RAMOS DE ARAUJO";"SOCIO/ADMINISTRADOR";"30/12/1998"
"415987";"04430627000133";"PLANO VIDA SAUDE SERVICOS ODONTOLOGICOS LTDA";"ORAL SANTA HELENA";"Odontologia de Grupo";"RUA CAMPOS";"130";"";"SAO JOSE";"Aracaju";"SE";"49015220";"79";"32116668";"32116668";"contato@oralsantahelena.com.br";"JOSAN PEREIRA TENORIO";"SOCIO-ADMINISTRATIVO";"13/04/2007"
"416517";"02704297000100";"PLANODENTE LTDA.";"";"Odontologia de Grupo";"RUA DOUTOR MILTON BANDEIRA";"140";"LOJA 202";"CENTRO";"Vicosa";"MG";"36570000";"31";"38916362";"38916362";"PLANODENTE@HOTMAIL.COM";"MARIA HELENA PIRES SILVA";"ADMINISTRADORA";"22/01/2008"
"418986";"11792899000149";"PLATINUM ADMINISTRADORA DE BENEFICIOS";"";"Administradora de Beneficios";"SRTVS QUADRA 701, CONJUNTO L, BLOCO 02";"38";"TERREO II, SALA 112";"ASA SUL";"Brasilia";"DF";"70340906";"21";"35531692";"";"gleciana@platinumbeneficios.com.br";"GLECIANA SILVA VIEIRA";"ADMINISTRADORA";"01/08/2013"
"420956";"27657711000190";"PLENA ADMINISTRADORA DE BENEFICIOS LTDA - ME";"PLENA ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"Rua Doutor Arlindo Sodre";"645";"";"Centro";"Sao Mateus";"ES";"29930290";"27";"31181900";"";"danilosassaroli@gmail.com";"DANILO HADDAD SASSAROLI";"Diretor Operacional";"13/07/2017"
"348830";"00338763000147";"PLENA SAUDE LTDA";"PLENA SAUDE";"Medicina de Grupo";"AV. RAIMUNDO PEREIRA DE MAGALHAES";"12575";"SALA 03";"PARADA DE TAIPAS";"Sao Paulo";"SP";"02989095";"11";"39445439";"";"regulatorio@plenasaude.com.br";"JOSE LUIZ RANIERI";"DIRETOR";"30/12/1998"
"403458";"01460885000174";"PLENODONTO ASSISTENCIA ODONTOLOGICA LTDA.";"PLENODONTO";"Odontologia de Grupo";"AV. IPIRANGA";"337";"10o ANDAR - CJ.101";"REPUBLICA";"Sao Paulo";"SP";"01046010";"11";"38327448";"38379359";"jbosco@plenodonto.com.br";"JOAO BOSCO MUNIZ SIMON";"SOCIO GERENTE";"14/04/1999"
"418552";"97553801000116";"PLURAL GESTAO EM PLANOS DE SAUDE LTDA";"PLURAL ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"AV. RIO BRANCO ";"131";" 5o ANDAR, SALAS 501 a 504";"CENTRO";"Rio de Janeiro";"RJ";"20040006";"21";"38616000";"";"andre@pluralsaude.com.br";"ANDRE LUIZ CORBACHO VIANNA";"DIRETOR PRESIDENTE";"11/06/2012"
"417751";"11275925000161";"PLURICLUB ADMINISTRADORA DE BENEFICIOS LTDA.";"PLURICLUB ADMINISTRADORA DE BENEFICIOS LTDA.";"Administradora de Beneficios";"SETE DE ABRIL ";"230";"BLOCO A CONJUNTO 102";"REPUBLICA";"Sao Paulo";"SP";"01044000";"11";"32575258";"32575258";"CARECLUB@PLURICARE.COM.BR";"LUIZ GUILHERME GOMES PRIMOS";"ADMINISTRADOR";"20/12/2010"
"351270";"02896924000143";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"Medicina de Grupo";"AVENIDA BRASIL";"534";"SALA 1203";"CENTRO";"Pato Branco";"PR";"85501071";"46";"32242210";"";"polisaude@polisaudepb.com.br";"IVANIO FUMEGALI GUERRA";"REPRESENTANTE";"24/12/1998"
"415693";"04202013000102";"POLICLIN SAUDE S/A.";"";"Medicina de Grupo";"AV NOVE DE JULHO ";"355";"";"JARDIM APOLO";"Sao Jose dos Campos";"SP";"12243000";"12";"37972833";"37972833";"contato.ans@policlinsaude.com.br";"CYRO ALVES DE BRITTO FILHO";"DIRETOR";"02/08/2006"
"412228";"01232527000104";"POLICON ASSISTENCIA MEDICA LTDA - EPP";"";"Medicina de Grupo";"AVENIDA WINSTON CHURCHIL";"300";"";"PARQUE CENTENARIO";"Duque de Caxias";"RJ";"25025237";"21";"27725777";"27725777";"policonsaude@policonsaude.com.br";"PAULA SA BENEVENUTO";"SOCIO-GERENTE";"14/09/2000"
"316903";"93507895000136";"POLIMEDICA SAUDE SOCIEDADE SIMPLES LTDA";"POLIMEDICA SAUDE";"Medicina de Grupo";"RUA GENERAL NETO";"353";"";"FLORESTA";"Porto Alegre";"RS";"90560020";"51";"32213428";"32213666";"polimedica@polimedica.com.br";"SANDRA RENATA MARCONATO WOLF";"ADMINISTRADORA";"28/12/1998"
"346870";"89890172000191";"PORTO ALEGRE CLINICAS LTDA.";"POA CLIN";"Medicina de Grupo";"AV FARRAPOS";"629";"";"FLORESTA";"Porto Alegre";"RS";"90220004";"51";"30417855";"32873621";"portoalegreclinicas@portoalegreclinicas.com.br";"MARIA CRISTINA NUNES DAS CHAGAS";"SOCIA ADMINISTRADORA";"22/12/1998"
"415081";"06145428000109";"PORTO DIAS SAUDE LTDA.";"PORTO DIAS SAUDE";"Medicina de Grupo";"TRAVESSA MAURITI";"3050";"SALA 1";"MARCO";"Belem";"PA";"66093020";"";"";"30843038";"adrianadias@hpd.com.br";"ANTONIO CARLOS CORREA DIAS";"REPRESENTANTE";"03/02/2005"
"000582";"04540010000170";"PORTO SEGURO - SEGURO SAUDE S/A";"PORTO SEGURO SAUDE";"Seguradora Especializada em Saude";"RUA GUAIANASES ";"1.238";"8o ANDAR";"CAMPOS ELISEOS";"Sao Paulo";"SP";"01204002";"11";"33665199";"33668823";"diretoria@portoseguro.com.br";"MARCELO ZORZO";"DIRETOR DE PRODUTO - SAUDE";"31/07/2001"
"418625";"13991711000117";"PORTO SEGURO SERVICOS ODONTOLOGICOS LTDA.";"PORTO DENTAL";"Odontologia de Grupo";"RUA GUAIANASES";"1238";"MEZANINO - PARTE";"CAMPOS ELISEOS";"Sao Paulo";"SP";"01204002";"11";"33666488";"33666669";"SANDRA.OSSENT@PORTOSEGURO.COM.BR";"MARCELO ZORZO";"DIRETOR";"08/10/2012"
"417491";"11565995000154";"PORTOMED - PORTO SEGURO SERVICOS DE SAUDE LTDA";"";"Medicina de Grupo";"RUA GUAIANASES";"1238";"MEZANINO/PARTE";"CAMPOS ELISEOS";"Sao Paulo";"SP";"01204001";"11";"33661722";"33668823";"diretoria@portoseguro.com.br";"MARCELO ZORZO";"DIRETOR";"13/08/2010"
"420280";"25006061000197";"POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA";"POSITIVA ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"RUA FRANCISCO TRAMONTANO";"101";"SALA 1105 - REAL PARK";"MORUMBI";"Sao Paulo";"SP";"05686010";"11";"22221242";"";"PAULO.SAMPAIO@POSITIVAADM.COM.BR";"PAULO HENRIQUE MOURAO SAMPAIO";"ADMINISTRADOR";"08/11/2016"
"419133";"18275071000162";"POSTAL SAUDE CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS";"POSTAL SAUDE";"Autogestao";"SBN";"QUADRA 1, BLOCO F";"ED PALACIO DA AGRICULTURA -5o/6o AND";"ASA NORTE";"Brasilia";"DF";"70040908";"61";"34256777";"";"ans@postalsaude.com.br";"JOSE ORLANDO RIBEIRO CARDOSO";"DIRETOR PRESIDENTE";"25/09/2013"
"421413";"28187357000140";"PP HEALTH ADMINISTRADORA DE BENEFICIOS LTDA-ME";"PP HEALTH ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"Rua Buenos Aires";"441";"Sala 33";"Batel";"Curitiba";"PR";"80250070";"41";"30166153";"";"diretoria@pphealth.com.br";"MAREDITH PEREIRA RIBEIRO SELL";"SOCIA ADMINISTRADORA";"28/11/2018"
"417823";"12682451000135";"PREMIUM SAUDE S.A.";"PREMIUM SAUDE";"Medicina de Grupo";"RUA MINISTRO OROZIMBO NONATO";"102";"SALA 2407B, EDIFICIO B, PAVIMENTO 24";"VILA DA SERRA";"Nova Lima";"MG";"34006053";"31";"25335500";"";"cians@hapvida.com.br";"FABIO LUCIANO GOMES SELHORST";"VICE-PRESIDENTE DE ASSUNTOS CORPORATIVOS";"24/01/2011"
"422959";"41929347000109";"PRESERVE SAUDE ASSISTENCIA MEDICA LTDA";"PRESERVE";"Medicina de Grupo";"PC GIL MOREIRA";"1.0";"EDIF GIL MOREIRA SALA 4";"RECREIO";"Vitoria da Conquista";"BA";"45020360";"";"";"";"diretoria@preservesaude.com.br";"ANUCHE DE BRITO LIRA";"REPRESENTANTE LEGAL";"24/08/2021"
"384844";"02072276000100";"PREST ODONTO LTDA";"PREST ODONTO LTDA";"Odontologia de Grupo";"RUA CORONEL ASSIS GONCALVES";"601";"";"CENTRO";"Braganca Paulista";"SP";"12900480";"";"";"";"ceciferraz@prestodonto.com.br";"CECI MARIA FERRAZ";"SOCIA ADMINISTRADORA";"07/01/1999"
"335410";"02081601000100";"PREV  ASSISTENCIA ODONTOLOGICA LTDA";"PREV ODONTO ASSISTENCIA ODONTOLOGICA S/C LTDA.";"Odontologia de Grupo";"RUA PEDRO GONCALVES";"1067";"";"CENTRO";"Indaiatuba";"SP";"13330210";"19";"38251821";"38355754";"prevodon@terra.com.br";"JULIANO BRAVO DE MESQUITA";"DIRETOR";"29/12/1998"
"423033";"33792098000116";"PREVCLIN PLANOS ODONTOLOGICOS LTDA";"PREVCLIN PLANOS ODONTOLOGICOS ";"Odontologia de Grupo";"Av Plinio Ribeiro do Val";"1110";"Sala 1";"Centro";"General Salgado";"SP";"15300000";"17";"996366636";"";"sebastiao@mecacontabilidade.com.br";"ALEXANDRE RAO";"SOCIO";"04/11/2021"
"410420";"03310432000197";"PREV-DONT ODONTOLOGICA LTDA.";"PREV-DONT";"Odontologia de Grupo";"RUA CORONEL. FRANCISCO PEREIRA";"385";"SALA 02";"MESSEJANA";"Fortaleza";"CE";"60840290";"85";"30771259";"4742060";"prevdont@gmail.com";"JOSE ALONSO PALMEIRA DIAS";"DIRETOR PRESIDENTE";"21/01/2000"
"421219";"26137647000153";"PREVENCAO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Beneficios";"RUA PEREIRA ESTEFANO";"114";"SALAS 401, 403 e 415";"VILA SAUDE";"Sao Paulo";"SP";"04144070";"11";"28987000";"";"atendimento@prevencaosaudeadm.com.br";"JOSE ROBERTO DA SILVA";"REPRESENTANTE";"08/05/2018"
"413267";"04234059000103";"PREVENT SENIOR CORPORATE OPERADORA DE SAUDE LTDA.";"";"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTONIO";"3521";"14o ANDAR";"JARDIM PAULISTA";"Sao Paulo";"SP";"01401001";"01";"131479192";"131479191";"juridico.rs@preventsenior.com.br";"EDUARDO FAGUNDES PARRILLO";"ADMINISTRADOR";"07/03/2001"
"302147";"00461479000163";"PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA";"PREVENT SENIOR";"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTONIO";"3521";"15o ANDAR";"JARDIM PAULISTA";"Sao Paulo";"SP";"01401001";"11";"50700770";"33721579";"ps.ans@preventsenior.com.br";"FERNANDO FAGUNDES PARRILLO";"ADMINISTRADOR";"22/12/1998"
"421804";"29628003000156";"PREVER ADMINISTRADORA DE BENEFICIOS LTDA";"PREVER ADMINISTRADORA DE BENEFICIOS LTDA";"Administradora de Beneficios";"RUA ALFERES POLI";"1681";"";"Reboucas";"Curitiba";"PR";"80220050";"41";"21051370";"";"wellington.alves@preverbeneficios.com.br";"WELLINGTON FRANCISCO ALVES";"Diretor";"02/09/2019"
"374440";"56269913000162";"PREVIDENT ASSISTENCIA ODONTOLOGICA S.A";"PREVIDENT";"Odontologia de Grupo";"Rua Sao Tome";"119";"cj.45";"Vila Olimpia";"Sao Paulo";"SP";"04551080";"11";"33230733";"";"comercial@prevident.com.br";"JOSE HERMICESAR BRILHANTE PALMEIRA";"ADMINISTRADOR";"05/01/1999"
"403636";"03073235000100";"PREVINA ODONTOLOGIA LTDA";"PREVINA";"Odontologia de Grupo";"RUA CAMILO CHAGAS";"275";"SALA 2";"CENTRO";"Conchal";"SP";"13835000";"19";"38663680";"38661448";"adm@previnaodonto.com.br";"AUGUSTO RAIMUNDO RIBEIRO";"ADMINISTRADOR";"19/04/1999"
"418307";"13951333000148";"PREVISAO ADMINISTRADORA DE BENEFICIOS LTDA.";"";"Administradora de Beneficios";"RUA DA QUITANDA";"70";"6a ANDAR - PARTE";"CENTRO";"Rio de Janeiro";"RJ";"20011030";"21";"25090180";"";"contato@demaisbeneficios.com.br";"ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI";"SOCIO-ADMINISTRADOR";"21/11/2011"
"412830";"02859709000172";"PREVODOCTOR  ASSISTENCIA ODONTOLOGICA LTDA.";"PREVODOCTOR";"Odontologia de Grupo";"CORONEL ALFREDO FLAQUER";"366";"SALA 03";"CENTRO";"Santo Andre";"SP";"09020040";"11";"49903811";"443800203";"prevo@terra.com.br";"JOSE ALAOR RIBEIRO";"SOCIO GERENTE";"21/12/2000"
"416525";"08787782000162";"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA";"PRIMA VIDA";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"123";"SALA 2106 A 2111";"CENTRO";"Rio de Janeiro";"RJ";"20040005";"21";"32994500";"";"primavida@primavida.com.br";"KLEBER BERNARDES DA SILVA";"SOCIO GERENTE";"30/01/2008"
"369373";"73717639000166";"PRO SALUTE SERVICOS PARA A SAUDE LTDA.";"PLANO DE SAUDE FATIMA";"Medicina de Grupo";"AV JULIO DE CASTILHOS";"2307";"2o ANDAR";"CENTRO";"Caxias do Sul";"RS";"95010005";"54";"29925188";"";"relacionamento.ans@fatimasaude.com.br";"CARLOS AUGUSTO FERREIRA";"REPRESENTANTE";"18/12/1998"
